timestamp,value,rolling_mean_5,rolling_std_5,rolling_mean_10,rolling_std_10,rolling_mean_20,rolling_std_20,hour,day_of_week,iforest_anomaly,iforest_score,ae_anomaly,reconstruction_error,ensemble_anomaly
2013-07-04 19:00:00,0.498433565016839,0.47237186247851026,0.07768535560893927,0.45156271687440297,0.10606182417780605,0.4411217144023558,0.10109266896984505,0.8260869565217391,0.5,0,-0.20187838526451674,,,0
2013-07-04 20:00:00,0.5087188834545491,0.47559262521616397,0.10203878678270864,0.4594385692136469,0.11648719620131234,0.44551892495752865,0.11732470350399656,0.8695652173913043,0.5,0,-0.20076600185802196,,,0
2013-07-04 21:00:00,0.48999704813594125,0.4778011536592781,0.09937425177365958,0.4631306121225043,0.11708509530844466,0.4461809597980402,0.12077639737863043,0.9130434782608695,0.5,0,-0.19770738066994814,,,0
2013-07-04 22:00:00,0.5120594012592825,0.48816498104171746,0.06445111917733776,0.4700940713607791,0.12109600828875472,0.44878632434867116,0.13509181083307192,0.9565217391304348,0.5,0,-0.18605977028188464,,,0
2013-07-04 23:00:00,0.4586003946012216,0.4829683900910906,0.12309631648805011,0.4715892313301624,0.11014453547950853,0.4521488333636823,0.12422966222730382,1.0,0.5,0,-0.19109538048826163,,,0
2013-07-05 00:00:00,0.4826848485493507,0.47971390587570584,0.12473093843086402,0.4770995614505429,0.06437340526931014,0.4562445524408254,0.11896646071348306,0.0,0.6666666666666666,0,-0.19177115321498656,,,0
2013-07-05 01:00:00,0.4911669492577042,0.47608678534743687,0.10956926321292389,0.47689007483975,0.06395941581097357,0.4592792847435656,0.12148791027836937,0.043478260869565216,0.6666666666666666,0,-0.20021013772930463,,,0
2013-07-05 02:00:00,0.4699699727031228,0.4719481750034773,0.11732846591268706,0.4758950740662993,0.06810473248915327,0.4626550779920833,0.11085024186334115,0.08695652173913043,0.6666666666666666,0,-0.2018438774237068,,,0
2013-07-05 03:00:00,0.44448330528031477,0.4579835234615617,0.10579414384873424,0.4740387679571274,0.08727820460459249,0.464394003146928,0.10141458968083657,0.13043478260869565,0.6666666666666666,0,-0.19833314167070937,,,0
2013-07-05 04:00:00,0.4510518937595851,0.45642362003135917,0.11423802133217231,0.47055564263907756,0.10219324993449391,0.46691229319245586,0.08584217465109838,0.17391304347826086,0.6666666666666666,0,-0.19728980002247076,,,0
2013-07-05 05:00:00,0.4272775844264989,0.4449736668318236,0.14285641697630239,0.46297517333639915,0.12919192846196795,0.46842965762334643,0.07080474616110093,0.21739130434782608,0.6666666666666666,0,-0.20240804065069345,0.0,0.00022768816589979952,0
2013-07-05 06:00:00,0.39252745975835834,0.4245897414337132,0.17201786037109185,0.450596937336333,0.17259330704073894,0.46601167714849145,0.09411946264105396,0.2608695652173913,0.6666666666666666,0,-0.20575943034297023,0.0,0.0002401592305186803,0
